Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=031eec3794f09645,[데이터] 데이터 서비스/플랫폼 개발,성남 판교역,,"데이터 수집, 처리 및 지표 분석 경험 - 데이터 기반의 문제해결 역량 및 논리적 사고 - Java, Python, Scala 중 최소 1가지 언어를 이용한 데이터 분석 및 소프트웨어 개발 역량 - 통계분석, ML/AI..."
https://kr.indeed.com/viewjob?jk=c534ea87b63883bd,"국제 경제 애널리스트 (Analyst - Data Scientist, 병특 포함)",서울 마포구,,"신소재/재료공학, 화공학 전공자프로그래밍 언어, 통계, 분석 프로그램 활용 가능자데이터 이해/가공 위해 Python 등 다양한 S/W 활용 가능자 0 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서: 물가분석팀, 통계분..."
https://kr.indeed.com/viewjob?jk=a5a1cdc789366517,디지털마케팅 경력,서울특별시,,"케이션 인프라 구축 및 운영 경험 보유자 - SEO 컨설팅 경험 및 개선 프로젝트 경험자 - SQL, R, Python 등 통계 패키지 활용 자격증 보유 및 데이터분석 역량 보유자 - AR/VR 활용 마케팅 컨텐츠 제작/활용..."
https://kr.indeed.com/viewjob?jk=3415a2ec10f41d98,[램플코딩학원] 온오프라인 코딩 강사,대전 서구,"시급 40,000원","우대사항]ㆍ전공계열: 공학계열(컴퓨터공학, 소프트웨어공학, 시스템공학)ㆍ자격증: 정보처리기사ㆍC언어, Python 가능자ㆍ아두이노 로봇 강의 가능자 우대ㆍ자격증반/대회반 교육 경력자 우대 00 명 근무조건 고용형태: 계약직..."
https://kr.indeed.com/viewjob?jk=b4421cc6802db30a,시니어 인프라 엔지니어,서울,,"키텍처 구성 경험이 있으신 분 Docker, ECS, K8S 등 컨테이너 기반의 서비스 운영 경험이 있으신 분 Python, Node.js, Typescript, GO 등 프로그래밍 경험이 있으신 분 추가 정보 우대 사항..."
https://kr.indeed.com/viewjob?jk=e30f13cd0a081eaa,국내1위/세계2위 초우량기업 데이터분석 과장급,서울 중구,,통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI...
https://kr.indeed.com/viewjob?jk=b79acb8f4c6b4c0d,Research Engineer,서울,,"자격 요건) - 프로덕션 환경에서 발생하는 리얼 월드 문제들을 풀어 나가며 서비스와 함께 성장하고 싶으신 분 - Python 기반의 머신러닝 라이브러리를 활용한 개발에 익숙하신 분 (Tensorflow, Pytorch 등..."
https://kr.indeed.com/viewjob?jk=f317eb960a3ce005,Product Engineer - MPC/MDP/MDM,경기도 성남,,"experience... following: EDA with emphasis on semi OPC; C/C++, Python, TCL, MATLAB or any high-level programming language..."
https://kr.indeed.com/viewjob?jk=51d1df9a3cfbe418,(주)엘솔루 R&D본부 ASR팀 개발직,서울,,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=77f36f436c732078,[AWS] Application Developer,서울,,"experience (e.g. Java, Python, C++, Scala... 너와 서버리스 기술 경험 · 프로그래밍 언어 경험 (예 : Java, Python, C ++, Scala, Go, Ruby 등) · 애플리케이션 개발..."
https://kr.indeed.com/viewjob?jk=eba169ad2f8bfa95,Sr. Application Engineer - EBS,경기도 성남,,"programming language like Visual Basic, VBScript, or Python is also highly desirable Programming Skills like C language..."
https://kr.indeed.com/viewjob?jk=8806cf98af9948de,[대기업] 클라우드/IoT 플랫폼 개발,서울,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>사물인터넷(IoT...
https://kr.indeed.com/viewjob?jk=8164d5e7100c5968,AI Frameworks Engineer Intern,서울,,Basic knowledge of deep learning technologies Programming with Python or Shell script Education Students who are currently...
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,서울 역삼동,,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/viewjob?jk=447e5726f229a2b7,"Cloud Technical Solutions Engineer, Networking, Google Cloud",서울,,"reading or debugging code (e.g., Java, C, C++, .NET, Python, Shell, Perl, JavaScript). Experience advocating for customer..."
https://kr.indeed.com/viewjob?jk=839879671ea513c5,[웹젠] DBA(신입),성남 분당구,,로운 기술과 도전을 좋아하는 분 - Data에 대한 관심이 높은 분 - Python 프로그램 경험이 있는 분 • 기타 - 수시채용은 공고 게시 중에도... 에 대한 관심이 높은 분 - Python 프로그램 경험이 있는 분 • 기타...
https://kr.indeed.com/viewjob?jk=ef98c82fd130b9e1,[AI] 연구 개발,성남 판교역,,"관련 배경지식 보유자 - Python, C, C++ 개발 경험... 개발 경력 2년 이상 - 머신러닝 프로젝트 또는 백그라운드 보유 - Python, C, C++ 개발 경험 - Pytorch, Tensorflow..."
https://kr.indeed.com/viewjob?jk=5ab0b45dfa93411b,Data Engineer 신입사원,서울 강남구,,"분류, 개인정보 비식별화, 불량 코퍼스 필터링 등 다양한 ML 프로젝트 (예정)[자격요건]- Julia / Python / R 중에서 자신 있는 프로그래밍 언어가 있는 분- 하나의 데이터도 놓치지 않고 꼼꼼하게 관리할 수..."
https://kr.indeed.com/viewjob?jk=4022f49bc50ef230,[보안] 네트워크/시스템 보안 관리,성남 판교역,,"경의 시스템 보안 관리 경험 - 정보통신망법, 개인정보보호법, 전자금융감독규정 등 컴플라이언스의 이해 - Python, Script Language 활용 능력 공통지원자격 - 병역필 혹은 면제로 해외여행에 결격 사유가..."
https://kr.indeed.com/viewjob?jk=2005391e64a9cce1,SK 실트론 개발/평가/분석 부문 (신입/경력),경상북도 구미,,"수행 경험 - FLUENT, COMSOL, Star-CCM+ 중 1개 이상 활용 경험 - C, C++, Python, Matlab, Fortran 중 1개 이상 활용 역량 유관 전공 : 재료, 기계, 화공 등 분석기..."
https://kr.indeed.com/viewjob?jk=a692f83229bd339f,Datacenter Engineer,서울,,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
https://kr.indeed.com/viewjob?jk=30e17a7d8ce9d4d4,Software Engineer,서울,,"writing optimal code... least one stack (Java, Go, Ruby, Python) Ability to work collaboratively and cross-functionally..."
https://kr.indeed.com/viewjob?jk=91bddba7f7620d51,"[대형증권사] LP/MM 시스템 개발 및 운영,유지보수",서울 강남구,,레이딩 시스템에 대한 이해 및 열정 보유 <우대사항>C++/JAVA/ Python 프로그래밍 가능 0 명 근무조건 고용형태: 정규직급여조건: 연봉 협의... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=8af26b37623864c4,8퍼센트 개발자 (신입/경력),서울 종로구,,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
https://kr.indeed.com/viewjob?jk=cae856b09262a4bb,2월 11번가 Backend 개발 경력공채,서울 중구,,"2. 활용기술[서버 개발] - Spring Boot 2.x, Spring Cloud, Reactor, Python, Node.js - Oracle, MongoDB, MySQL, Kafka, Redis, Spring Cloud..."
https://kr.indeed.com/viewjob?jk=a0dda478567db352,"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",경기도 화성,,"자기주도적으로 진행한 경험 - Python/C/C++ 능통자 - 데이터... RNN 등 딥러닝 이론 및 알고리즘 유경험자 - C/C++, Java, Python/TensorFlow/Caffe 사용가능자 - Matlab/R 분석..."
https://kr.indeed.com/viewjob?jk=ccd4f5407a32ba6a,Data Scientist,서울,,"analysis a plus, Programming... scripting exp.: eg. Python, C#, VBA, Java, Perl, etc. Experience in applied analytics..."
https://kr.indeed.com/viewjob?jk=9ab2041ab3380a21,카카오톡 안티어뷰징을 위한 데이터/백엔드 엔지니어 및 머신러닝 전문가 모집,성남 판교역,,"Engineer, Data Scientist 해당 분야에서 활용되는 언어 및 도구를 능숙하게 다룰 수 있는 분( Python, Scala, PyMC, PySpark, Tensorflow 등) 우대 사항 컨테이너 환경에서의..."
https://kr.indeed.com/viewjob?jk=14d5f070330861c8,[제약] 신약 분자설계 연구(선임/책임),성남 분당구,,구원 (총 1명). 학력/ 분야 : 석사 및 박사 / 분자모델링 [우대사항]`모델링 소프트웨어 활용능력 - Python 등 programming 경험자 우대 - 병역특례 가능 의료·간호·보건·복지>약무·제약>제약연구개발|전자...
https://kr.indeed.com/viewjob?jk=ffacf5c4b4ca412c,물류 수/배송 최적화 및 거점 네트워크 설계 전문가 (유명 대기업),서울,,"물류 관련 GIS 분석 및 구축 경험 (Skill/Qualification) - C, C++, Java, Python - Gurobi, Cplex Solver 경력사항: 해당 경력(3년 이상 ) 학력사항: 대학교(4년)졸업..."
https://kr.indeed.com/viewjob?jk=f21952a2d7a0bfd8,"[Robotics] Robotics Software Engineer, Navigation",서울,,"요역량 ㅇ 컴퓨터 공학, 로봇 공학, 전자 공학 등 관련 기술 분야 석사 이상 학위 또는 3년 이상의 경력 ㅇ Python 혹은 C++ 언어의 능숙한 활용 ㅇ ROS/ROS2 혹은 유사한 framework를 활용한 robot..."
https://kr.indeed.com/viewjob?jk=e96099b3e473d165,아이나비 ADAS 영상처리 알고리즘 개발자 신입 및 경력 모집,성남 삼평동,,신입무관 - 영상처리 알고리즘 개발 유경험자 - 딥러닝에 기반한 영상 분석 및 인식에 대한 이해 - Python/C++에 대한 능숙한 개발 경험 우대사항 - 관련분야 석·박사급 전공자 - Vehicle / Lane...
https://kr.indeed.com/viewjob?jk=590b2c305431c4ca,Software Engineer (Point Cloud Processing),서울,,experience in software development Highly skilled in C++ and Python Experience in Microservices Enthusiasm to learn new...
https://kr.indeed.com/viewjob?jk=b9e398dad2b59007,"[대기업] 딥러닝 (AI, 영상인식) 전문가 (석박사급)",서울,,공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=053378a070533ffc,DBA,서울 강남구,,"경험이 있으신 분 MySQL 모니터링 및 트러블 슈팅 경험이 있으신 분 스크립트 언어 사용이 가능하신 분 ( Python, Shell 등) [우대요건] Kubernetes 환경 경험이 있으신 분 부하테스트를 즐겨하시는 분 긍정..."
https://kr.indeed.com/viewjob?jk=df86d9b3c5f1ead7,5G R&D 소프트웨어 개발자,서울,,"Erlang, Java, Python Domain experience... 프로그래밍 언어: C, C++ (필수) / Erlang, Java, Python(우대) 기술 분야: 라디오 엑세스 네트워크, 5G NR, LTE..."
https://kr.indeed.com/viewjob?jk=eaa02bda27910226,사물인터넷(IoT) 개발자 정규직,경기도 파주,,통신·모바일·게임>시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>하드웨어|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨...
https://kr.indeed.com/viewjob?jk=45270f7fa037cf9c,"2022년 상반기 주식회사 쏘마 전 개발 직군 (백엔드, 프론트엔드 외 신입/경력 정규직)",성남 분당구,,트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공...
https://kr.indeed.com/viewjob?jk=b2eb1fe78ff9ee5f,[대기업] 데이터분석가 경력 (대리~과장급 2명),서울,,"경력5년 이상-통계분석과 Machine Learning알고리즘에 대한 기본지식 보유-SQL, SAS, R, Python 중2개 이상의 분석도구에 대한 기본 이해-현상에 대한 문제인식과 적극적인 문제해결의지-통계적 수치에 대한..."
https://kr.indeed.com/viewjob?jk=e91b5984e7f5d3fd,"데이터베이스개발자, 웹개발 신입/경력 정규직",서울 영등포구,"연봉 36,000,000원 - 60,000,000원","개발자 ㆍCss/html 등 웹디자인 관련 유경험자 ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode, Selenium, electron... 관련 유경험자ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode..."
https://kr.indeed.com/viewjob?jk=0d6b12bb541bb8ca,"목동 컴퓨터 학원 코딩 강사 (정규직 및 계약직,경력무관)",서울 양천구,,"2,3년)졸업 이상 기타: [IT·문화·직업강사] - C, C++, Python 언어 수업 가능자 [교육상담·학원에이전트 ] - CS 마인드 보유자... 문화·직업강사]- C, C++, Python 언어 수업 가능자[교육상담..."
https://kr.indeed.com/viewjob?jk=75c17bc2904bba52,[TmaxOS/R&D] OS부문 개발자,성남 분당구,,CD 개발 운영 [주 사용 언어] - C/C++ - JavaScript/TypeScript - Java - Python 자격요건 - 4년제 대졸(학사) 이상 / 기졸업자 또는 22년 8월 졸업 예정자 - 컴퓨터 및 전산관련...
https://kr.indeed.com/viewjob?jk=c4145dce440c02f8,[전문연구요원 신규편입/전직] SW Engineer/Backend/Frontend 개발자,서울 서초구,,백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능...
https://kr.indeed.com/viewjob?jk=6cfffc13b8a012c3,Product Test Engineer,서울,,"Knowledge of Compute Language in either C++/C or VB, Python is preferred.. Good command of oral and written English. Good..."
https://kr.indeed.com/viewjob?jk=8a0f5a8857c12e2e,시스템엔지니어 신입/경력 정규직 [전문연구요원 지원 가능],용인 수지구,,"3. 위성 ETB 및 AIT, 우주환경시험 유경험자 4. C/C++/ Python 활용 가능자 5. 영어 가능자 6. 전문연구요원 지원 가능 (주)루미... 환경시험 유경험자4. C/C++/ Python 활용 가능자5. 영어 가능자6..."
https://kr.indeed.com/viewjob?jk=0d10d8993d3cdfa9,HW/SW 분야 직무 교육 전문강사,서울 강남구,,통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI...
https://kr.indeed.com/viewjob?jk=e00d3977d633da67,[쿠키런: 오븐브레이크] 데이터 분석가 (경력),서울 강남구,,통신·모바일·게임>ERP·시스템분석·설계>데이터분석|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL
https://kr.indeed.com/viewjob?jk=06d133676285b02e,[보안] 침해사고 대응 보안,성남 판교역,,"팩트 자동 수집 도구 개발 경험 - 아티팩트 분석 도구를 능숙하게 사용 가능하신 분 - C, Java, Python 등을 통한 업무 자동화 및 분석도구 개발 경험 - 기업 CERT 직무 수행 경험 - CVE 실무 경험..."
https://kr.indeed.com/viewjob?jk=1961a1ecccb03336,[NIT Service] 네이버 파이낸셜 플랫폼 운영,성남 분당구,,"및 어플리케이션 배포 전략 지식 보유 - Shell script, python 및 web framework 등 기타 프로그래밍 언어 활용 가능... 보유 - Shell script, python 및 web framework..."
https://kr.indeed.com/viewjob?jk=f862c821b0734933,[NAVER Cloud] Media 서비스 개발,서울,,"다양한 개발 경험 또는 Go, Python, C/C++등을 이용한 플랫폼... 가능하신 분 - Java, Kotlin, Golang, C, C++, Python, node.js, typescript 등으로 작성된 코드 및 프레임..."
https://kr.indeed.com/viewjob?jk=b6d169aa029a45a6,[강남/스타트업] 에이스랩 자율주행 엔지니어,서울 강남구,,"공학 등 관련학사혹은 상응하는 지식- 프로그래밍 능력 (C/C++, python, etc)자세한 업무 및 자격 요건은 자사 홈페이지에서 확인 00 명... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=6d389529bece608b,자동차 전장 Security 분야 전문가,서울 강서구,,식에 대한 이해 - Linux 사용 경험 보유 (1년 이상) - Shell Scripting 제작 또는 Python Programming 경험 2. 우대사항 - SDL (Security Development Lifecycle...
https://kr.indeed.com/viewjob?jk=53fbfe54f327d9dc,AI Software Engineer,경기도 성남,,"TensorFlow 5+ years of programming experience in Python, C/C++ and MATLAB Experience working with other developers using Git..."
https://kr.indeed.com/viewjob?jk=fc037709d0770796,System SW 엔지니어,성남 분당구,"연봉 40,000,000원 - 100,000,000원",사항: 대학교(4년)졸업 이상 [기본 요구능력] - ASM/C/C++/ Python 언어 코딩 기술 - 운영체제 SW 설계 및 구현 - 알고리즘/네트워... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=b25a378d97c7a56c,[AI] 서비스/시스템 개발,성남 판교역,,"Elasticsearch 사용 경험 - MSA 에 대한 이해 - Python, C, C++ 개발 경험 - Docker 및 Container... 이용한 로그 시스템 운영 - Python 개발 경력 3년 이상 또는 그에..."
https://kr.indeed.com/viewjob?jk=180dac6dbe6afaed,[NHN Cloud] 머신러닝 연구 및 개발,성남 판교역,,"C++, Java, Python [머신러닝 서비스 개발] Job... TensorFlow, PyTorch - C++, Java, Python 공통지원자격 - 병역필 혹은 면제로 해외여행에 결격 사유가 없는 자..."
https://kr.indeed.com/viewjob?jk=b8ad49577d39559c,웹개발자,경기도 하남,"월급 3,000,000원","jsp, css, html 유경험자-JAVA,SPRING BOOT, AI 인공지능, REST API, PYTHON 경험-AI 이미지 인식 관련 기본 지식 (CNN등) [근무시간 및 형태] 주 5일 근무 (오전) 8시 30분..."
https://kr.indeed.com/viewjob?jk=613e8260c0a33e9d,[NAVER Cloud] 빅데이터 분석 플랫폼 엔지니어,성남 분당구,,게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷...
https://kr.indeed.com/viewjob?jk=69d3cc2cca262747,Machine Learning Engineer Intern - Korea,서울,,"Strong algorithms and data structure skills. Fluent... least one programming language including Python, Java, and Golang."
https://kr.indeed.com/viewjob?jk=0699e6dbb5a0ec38,Software Engineer,서울,,"skills with co-worker Good Programming Skills in C#, C, Python Embedded FW development Generate GUI (Graphic User..."
https://kr.indeed.com/viewjob?jk=b3a6c83c9debcb92,네이버 파이낸셜 플랫폼 운영,성남 삼평동,,"Docker(kubernetes) 및 어플리케이션 배포 전략 지식 보유 - Shell script, python 및 web framework 등 기타 프로그래밍 언어 활용 가능 - 국가보훈대상자 및 장애인은 법령에 의거..."
https://kr.indeed.com/viewjob?jk=555c31d136dccadb,응용소프트웨어 설계 및 개발(Python),포항 남구,"월급 2,500,000원",직무내용] 자동화 시스템 설계 및 개발 [근무시간 및 형태] 주 5일 근무 09:00~18:00 주소정근로시간 : 40시간 [급여조건] - 월급 2500000원 이상 - 상여금 : 400% (미 포함) - 면접 후 결정 가능...
https://kr.indeed.com/viewjob?jk=ba6a0ebb6ad9cd18,[NHN Cloud] IT 인프라 운영 도구 개발,성남 판교역,,"모니터링 시스템 Web 개발 - 경력 4년 이상 - Linux 환경(LAMP) 경력 3년 이상 - Python, Django, Javascript, PHP 경험 - 다양한 Front-end 프레임 워크 사용 경험..."
